resources,cache_last_updated,cache_url,created,description,format,hash,id,last_modified,mimetype,mimetype_inner,name,package_id,position,resource_type,revision_id,size,state,url,url_type,webstore_last_updated,webstore_url,dpe:portal,dpe:tags,dpe:themes,dpe:organisation.approval_status,dpe:organisation.created,dpe:organisation.description,dpe:organisation.id,dpe:organisation.image_url,dpe:organisation.is_organization,dpe:organisation.name,dpe:organisation.revision_id,dpe:organisation.state,dpe:organisation.title,dpe:organisation.type
525,,,2019-03-27T20:08:34.384Z,,pdf,3962733e0ea034a4ed902c5a632ca7d5,fcb2cea3-7dd5-4b63-9415-99ac79a85df0,,,,Pentavia Mill Hill_Design and Access Statement_Part19.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,55,,,17026721,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A08%3A25/Pentavia%20Mill%20Hill_Design%20and%20Access%20Statement_Part19.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
526,,,2019-12-16T09:49:52.789Z,,spreadsheet,4490990ce7f754149eaa8a2adc6abee3,4b951dff-7512-4ad1-af97-b6498460596d,,,,LEGGI 2017.xls (interim),d7947812-412d-4074-a46a-1ff3e18b73b1,0,,,573952,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/leggi/2019-12-16T09%3A49%3A50/LEGGI_2017_interim.xls,,,,data.london.gov.uk,"greenhouse gas, carbon dioxide, mitigation, energy, CO2, emissions, climate change, pollution, gas, coal, electricity, housing, transport, power, commercial, industrial, domestic, sector","[{'description': '', 'display_name': 'Environment', 'id': 'fb70a4e6-311c-41c1-8429-3fe27ebc928a', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A20.08/environment.png', 'name': 'environment', 'title': 'Environment'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
527,,,2019-03-27T19:46:03.287Z,,pdf,e3204e95fc6f49f14a666f8d91997518,e9838fae-50ac-4123-8c5d-b407a42f60b2,,,,"Pentavia, Mill Hill - Barnet Covering Letter.pdf",51f40cf8-4b52-4923-bd1b-cc4832af0026,174,,,624641,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A46%3A00/Pentavia%2C%20Mill%20Hill%20-%20Barnet%20Covering%20Letter.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
528,,,2020-01-19T11:13:03.678Z,"<p>
<span style=\""background-color: rgb(247, 247, 247); color: rgb(43, 46, 56);\"">A building which has a studio which is used by the theatre sector, or a facility which has been appropriated for use by performers and is recognised as an appropriate rehearsal facility which is publicly bookable in some way. Spaces within drama/dance/music schools are not included unless they are publicly bookable spaces.</span>
</p>
<p>
<strong style=\""background-color: rgb(247, 247, 247); color: rgb(238, 38, 109);\"">How data was compiled: </strong>
<span style=\""background-color: rgb(247, 247, 247); color: rgb(43, 46, 56);\"">GLA commissioned research led by BOP. With thanks to Swain, Robert and Mansfield, Tom (2016): Birkbeck-Jerwood Space London Rehearsal Room Survey 2016.</span>
</p>
<p>
<strong style=\""background-color: rgb(247, 247, 247); color: rgb(238, 38, 109);\"">Credit for use: </strong>
<span style=\""background-color: rgb(247, 247, 247); color: rgb(43, 46, 56);\"">GLA</span>
</p>",csv,1030a495ea15fd960dd10ac2e8373e4b,db3e3507-4ae1-4795-b838-2e0293bc722c,,,,Theatre rehearsal studios (data captured in January 2019),73db1f23-e7cd-4e90-aeb2-c9402296a307,6,,,25768,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/cultural-infrastructure-map/2020-01-19T11%3A13%3A03/Theatre_rehearsal_studio.csv,,,,data.london.gov.uk,"culture, theatre, music , galleries, museums, pubs, communiy centres, dance, art, arts","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}, {'description': ""Datasets about London's facilities including museums and galleries."", 'display_name': 'Art and Culture', 'id': '66a92e74-4325-4b62-a0eb-5d851d43a90b', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A00.37/art-and-culture.png', 'name': 'art-and-culture', 'title': 'Art and Culture'}, {'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
529,,,2019-03-27T19:40:25.305Z,,pdf,2e58cd0a0d0c9c8d32aa629e2da82600,8d58dec6-e75e-43cf-9f2e-70f77a1cef0c,,,,Appendix 5.1.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,205,,,238096,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A40%3A22/Appendix%205.1.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
530,,,2019-03-27T19:48:46.930Z,,pdf,b81244ec20929701f89deddbc9d9281e,702d3350-111d-4a43-a1dc-06e07b551ba1,,,,A_44032_MH - A10-09-01 - GA_LEVEL 09_OVERALL PLAN.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,152,,,804572,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A48%3A43/A_44032_MH%20-%20A10-09-01%20-%20GA_LEVEL%2009_OVERALL%20PLAN.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
531,,,2019-03-27T20:06:11.129Z,,pdf,6232434fc5863fd9ae8bdad9dbbdbe2b,2de1d983-6eef-434c-912f-24d4af02eaa2,,,,Pentavia Mill Hill_Design and Access Statement_Part5.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,70,,,19075053,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A05%3A59/Pentavia%20Mill%20Hill_Design%20and%20Access%20Statement_Part5.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
532,,,2020-01-21T10:10:36.371Z,,spreadsheet,97d0fbf3f6c11cea20061a004fca9fc7,75283935-6d69-4608-a07b-29b3fb84c5dd,,,,LFB Mobilisation data from January 2017,c9a13535-f519-4a34-be92-99f5e90ff945,2,,,58292580,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-fire-brigade-mobilisation-records/2020-01-21T10%3A09%3A41/LFB%20Mobilisation%20data%20from%20January%202017.xlsx,,,,data.london.gov.uk,"emergency-response, fire-brigade, incidents, fire, lfepa, lfb","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
533,,,2019-03-11T11:30:01.803Z,,csv,b592db6761ed6a8fdd4ae17e02d1aadb,9bb3efe6-98fb-47c1-af3e-3be721e8a1cd,,,,MPS LSOA Level Crime (historic),6d772cbf-555d-4331-803f-952cf124abde,6,,,39614377,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/recorded_crime_summary/2019-03-11T11%3A29%3A55/MPS_LSOA_Level_Crime_Historic.csv,,,,data.london.gov.uk,"crime-data, safestats","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}]",approved,2014-10-01T12:57:30.026Z,,db7940dd-ee1a-4a68-b874-c34151e16e82,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A53%3A38.77/mps.png,True,mps,,active,Metropolitan Police Service,organization
534,,,2019-03-27T19:46:02.880Z,,pdf,264a903126918d13cc6fba3628c6accf,f5977b30-4a7d-4fe3-8200-f79d8f7917e8,,,,"Pentavia, Mill Hill - GLA Covering Letter.pdf",51f40cf8-4b52-4923-bd1b-cc4832af0026,175,,,621539,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A46%3A00/Pentavia%2C%20Mill%20Hill%20-%20GLA%20Covering%20Letter.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
535,,,2017-03-30T09:35:49.076Z,KMZ for use with Google Earth,,00b74ad014ad98d7a33a190af7902847,17d3df74-9338-43ed-813b-989d57689f88,,,,all_school_xy (2016),146392df-b051-42ad-b8ec-454e440f0f8b,10,,,468706,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-schools-atlas/2017-01-26T18%3A50%3A00/all_schools_2016.kmz,,,,data.london.gov.uk,"pupils, projections, schools","[{'description': '', 'display_name': 'Young People', 'id': 'c16c3149-16d2-435f-a326-8eb3a613dadf', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A42.12/young-people.png', 'name': 'young-people', 'title': 'Young People'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
536,,,2019-11-26T15:43:38.110Z,,spreadsheet,285c82c3326980df6d4e149a05f72637,8785306c-8155-4f80-a95c-0932c447ff50,,,,EYFSP Key Measures by First Language,754dee7e-4455-4404-805d-46e1c1bf2adb,2,,,81228,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/early-years-foundation-stage-profile-assessment-results/2019-11-26T15%3A43%3A36/EYFSP%20key%20measures%20by%20first%20language.xlsx,,,,data.london.gov.uk,economic-fairness,"[{'description': '', 'display_name': 'Education', 'id': '2c4d2275-67a6-401b-89ca-4ed62556b901', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A02.46/education.png', 'name': 'education', 'title': 'Education'}, {'description': '', 'display_name': 'Young People', 'id': 'c16c3149-16d2-435f-a326-8eb3a613dadf', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A42.12/young-people.png', 'name': 'young-people', 'title': 'Young People'}]",approved,2014-10-01T12:57:25.855Z,"The Department for Education (DfE) is a department of the UK government responsible for issues affecting people in England up to the age of 19, including child protection and education. DfE is directly responsible for state schools in England.",f1e2d47c-3d52-4413-b376-ba05a0d00bfa,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A47%3A15.18/department-for-education.png,True,department-for-education,,active,Department for Education,organization
537,,,2020-01-21T10:09:21.266Z,,spreadsheet,2bdbe97f48ed3ba2cbd098ad300ac753,b8f76a50-c7a0-4ff4-b3e4-7a42c5d0e8e3,,,,LFB Incident data from January 2017,e26c8de5-3cdc-40e7-af62-1cabefa00038,2,,,61568389,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-fire-brigade-incident-records/2020-01-21T10%3A09%3A09/LFB%20Incident%20data%20from%20January%202017.xlsx,,,,data.london.gov.uk,"fire, fire-brigade, incidents, emergency-response, lfb, lfepa","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
538,,,2019-11-28T11:14:40.157Z,,spreadsheet,e8deec64b86c9f8bfd267205140aec93,2cefb8c3-0fc5-426f-b34a-718b5518958c,,,,Percentage of the working age population in London participating in education and learning.xlsx,0d723e0e-e5bf-4bdf-9452-2d1073749d30,0,,,13398,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/percentage-of-the-working-age-population-in-london--aged-16---participating-in-education-and-learning/2019-11-28T11%3A14%3A38/Percentage%20of%20the%20working%20age%20population%20in%20London%20participating%20in%20education%20and%20learning.xlsx,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Education', 'id': '2c4d2275-67a6-401b-89ca-4ed62556b901', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A02.46/education.png', 'name': 'education', 'title': 'Education'}]",approved,2014-10-01T12:57:30.891Z,"The Office for National Statistics (ONS) is the UK’s largest independent producer of official statistics and is the recognised national statistical institute for the UK. It is responsible for collecting and publishing statistics related to the economy, population and society at national, regional and local levels. ONS plays a leading role in national and international good practice in the production of official statistics.",2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A54%3A17.44/ons.png,True,ons,,active,Office for National Statistics (ONS),organization
